"","broker","b1_1","b1_2","b1_3","b1_4","b1_5","b1_6","b2_1","b2_2","b2_3","b2_4","b2_5","b2_6","b2_7","b2_8","c3r1","c3r2","c3r3","c3r4","c3r5","c3r6","c3r7","c3r8","c3r9","c3r10","c3r11","c3r12"
"1",0,4.01630434782609,3.47282608695652,4.81521739130435,3.45108695652174,3.44565217391304,5.875,4.72282608695652,4.65760869565217,3.60869565217391,4.125,4.82608695652174,3.625,4.04347826086957,4.34782608695652,0.445652173913043,0.41304347826087,0.152173913043478,0.434782608695652,0.266304347826087,0.5,0.152173913043478,0.396739130434783,0.130434782608696,0.184782608695652,0.375,0.184782608695652
"2",1,4.01818181818182,2.98181818181818,4.81818181818182,3.76363636363636,3.4,5.90909090909091,4.70909090909091,5.38181818181818,3.83636363636364,3.56363636363636,3.87272727272727,3.52727272727273,4.23636363636364,3.61818181818182,0.327272727272727,0.236363636363636,0.181818181818182,0.436363636363636,0.272727272727273,0.363636363636364,0.2,0.272727272727273,0.290909090909091,0.272727272727273,0.345454545454545,0.309090909090909
